stok_kodu,dosya_adi,ana_gorsel_mi,sira_no
1647021-B,1647021-B_1.jpg,True,1
1647022-C,1647022-C_1.jpg,True,1
1647025-A,1647025-A_1.jpg,True,1
1648014,1648014_1.jpg,True,1
1648017,1648017_1.jpg,True,1
1648020,1648020_1.jpg,True,1
1648022,1648022_1.jpg,True,1
1648026,1648026_1.jpg,True,1
1649022,1649022_1.jpg,True,1
1653048,1653048_1.jpg,True,1
1654017,1654017_1.jpg,True,1
1654022,1654022_1.jpg,True,1
1655012,1655012_1.png,True,1
1656015,1656015_1.jpg,True,1
1656019,1656019_1.jpg,True,1
1657023,1657023_1.jpg,True,1
1658909,1658909_1.png,True,1
1659048,1659048_1.jpg,True,1
1660918,1660918_1.png,True,1
1661015,1661015_1.jpg,True,1
1662010,1662010_1.png,True,1
1663011.5,1663011.5_1.png,True,1
1664014,1664014_1.jpg,True,1
1665030,1665030_1.jpg,True,1
1666,1666_1.jpg,True,1
1667010,1667010_1.jpg,True,1
1668014,1668014_1.jpg,True,1
1669012,1669012_1.jpg,True,1
1669015,1669015_1.jpg,True,1
1669017,1669017_1.jpg,True,1
1669021,1669021_1.jpg,True,1
1669025,1669025_1.jpg,True,1
1670015,1670015_1.png,True,1
1671010,1671010_1.jpg,True,1
1672015,1672015_1.jpg,True,1
1672017,1672017_1.jpg,True,1
1672022,1672022_1.jpg,True,1
1673013,1673013_1.jpg,True,1
1674022,1674022_1.jpg,True,1
1675015,1675015_1.jpg,True,1
1675017,1675017_1.jpg,True,1
1676010,1676010_1.jpg,True,1
1677015,1677015_1.jpeg,True,1
1677017,1677017_1.jpeg,True,1
1677020,1677020_1.jpeg,True,1
1677022,1677022_1.jpeg,True,1
1678015,1678015_1.jpg,True,1
1680015,1680015_1.jpg,True,1
1680018,1680018_1.jpg,True,1
1681018,1681018_1.jpg,True,1
1681024-H,1681024-H_1.jpg,True,1
1682015,1682015_1.jpg,True,1
1683011,1683011_1.jpg,True,1
1684019,1684019_1.jpg,True,1
1685014,1685014_1.jpg,True,1
1686023,1686023_1.jpg,True,1
1687015,1687015_1.jpg,True,1
1687017,1687017_1.jpg,True,1
1687020,1687020_1.jpg,True,1
1687023,1687023_1.jpg,True,1
1687025,1687025_1.jpg,True,1
1688023,1688023_1.jpg,True,1
1688026,1688026_1.jpg,True,1
1689010,1689010_1.jpg,True,1
1690013,1690013_1.jpg,True,1
1691013,1691013_1.jpg,True,1
1692006,1692006_1.jpg,True,1
1693010,1693010_1.jpg,True,1
1694018,1694018_1.jpg,True,1
1695020,1695020_1.jpg,True,1
1696010,1696010_1.jpg,True,1
1696012,1696012_1.jpg,True,1
1697024,1697024_1.jpg,True,1
1698024,1698024_1.jpg,True,1
1699026,1699026_1.jpg,True,1
1700015,1700015_1.png,True,1
1700015,1700015_2.jpg,False,2
